Fold,Mean_AUC,SD_AUC
1,0.7575375454852885,0.08999868306971204
2,0.7758482733733468,0.08278872157586493
3,0.7472667210466991,0.09037902407153287
4,0.76354515977655,0.0892252130287465
5,0.7417574867123148,0.08405503124515047
6,0.7557611976078387,0.0870730617496505
7,0.768074912965771,0.0825770992911603
8,0.7386681557260842,0.08533603956467811
9,0.7452151434329032,0.0698455701789829
10,0.7216559697458064,0.09527162889232314
