Fold,Mean_AUC,SD_AUC
1,0.6848386808335498,0.08667536268187367
2,0.696380759727287,0.09098179872582263
3,0.6690357384576433,0.10588724101317479
4,0.6897955096337874,0.08253876612223485
5,0.6962755309715255,0.10397648773504294
6,0.6550716908897788,0.10653105538365736
7,0.651451697736245,0.09902784685227888
8,0.6736542056502783,0.08443083974971352
9,0.6846277088986268,0.10271164824491677
10,0.6487124574987063,0.1113524579409391
