pooled_delta_AUC,SE_pooled,U_bar,B,T_var,z_pooled,p_normal,p_t,df_BR,lambda_fmi,m_valid
0.09636062610853716,0.03128297507792962,8.912523668060979e-4,8.534025215468005e-5,9.786245297263656e-4,3.080289706093853,0.002067993345499483,0.00208116256958555,4266.179016138431,0.08928057724518505,42
